3.86589	42.2757
3.75481	42.2704
3.54045	42.2979
3.37588	42.252
3.34885	42.2671
3.31217	42.2512
3.15781	42.2526
3.14575	42.257
3.15315	42.2572
3.16066	42.2587
3.16765	42.256
3.17098	42.2517
3.28516	42.2639
3.30705	42.2687
3.32471	42.2942
3.29785	42.2887
3.28845	42.283
3.29637	42.3037
3.29042	42.2958
3.30528	42.3098
3.31539	42.3148
3.3447	42.3233
3.36434	42.2961
3.40413	42.2657
3.40496	42.3324
3.33907	42.3582
3.31243	42.3353
3.30474	42.3306
3.30289	42.3344
3.24477	42.3631
3.22864	42.3621
3.18829	42.3636
3.17738	42.3664
3.17014	42.3734
3.18451	42.3743
3.19779	42.3658
3.21613	42.3702
3.23306	42.3752
3.27314	42.3726
3.27143	42.3498
3.2843	42.3452
3.30005	42.3414
3.3176	42.3526
3.31599	42.3853
3.2948	42.3553
3.2642	42.4037
3.22561	42.3944
3.2069	42.3883
3.19857	42.3736
3.18664	42.388
3.17184	42.3792
3.16625	42.3835
3.16559	42.3897
3.17129	42.3963
3.16796	42.4038
3.17898	42.4014
3.20396	42.4048
3.22619	42.4144
3.26504	42.4255
3.31048	42.4176
3.35627	42.4198
3.4007	42.4108
3.46062	42.3528
3.62025	42.3528
3.67747	42.3013
3.75017	42.341
3.84981	42.3451
3.94124	42.3135
3.94061	42.2551
4.31007	42.2654
4.45352	42.2927
4.59424	42.2834
4.72634	42.2934
4.94873	42.2666
4.89601	42.3477
4.85227	42.2937
4.79986	42.3426
4.822	42.4168
4.73812	42.3933
4.65305	42.3487
4.54444	42.333
4.46869	42.3535
4.38462	42.3223
4.31917	42.3744
4.24991	42.3408
4.22476	42.2797
4.13769	42.2836
4.05853	42.3228
3.99518	42.3552
4.09909	42.3731
4.1701	42.3529
4.17582	42.4133
4.21815	42.4638
4.33067	42.4525
4.40136	42.3973
4.46019	42.4481
4.56268	42.3947
4.66118	42.4287
4.72722	42.465
4.80458	42.4825
4.88872	42.4735
4.91307	42.4113
4.99297	42.3959
4.98525	42.4605
4.95121	42.5331
4.93439	42.6027
4.84591	42.5431
4.74168	42.5276
4.6572	42.5007
4.57792	42.4656
4.49837	42.5379
4.38614	42.5177
4.28289	42.535
4.174	42.5173
4.10329	42.4327
4.02125	42.4112
3.93565	42.4019
3.86147	42.4195
3.78597	42.4058
3.69444	42.3963
3.59483	42.4147
3.4807	42.4141
3.41958	42.4652
3.37441	42.4531
3.34123	42.4447
3.28381	42.4414
3.2437	42.4393
3.20518	42.4239
3.1814	42.4139
3.17314	42.4158
3.1792	42.428
3.19545	42.4414
3.22143	42.4616
3.18527	42.4581
3.17201	42.4425
3.17163	42.4328
3.16993	42.4303
3.16398	42.4497
3.17366	42.4646
3.16147	42.4588
3.15761	42.4677
3.17084	42.4756
3.18674	42.4791
3.20406	42.4977
3.23668	42.4796
3.25752	42.4655
3.28731	42.4732
3.31643	42.464
3.3482	42.4916
3.37476	42.4781
3.39478	42.4974
3.47275	42.4962
3.53592	42.46
3.61938	42.4767
3.70489	42.4688
3.77483	42.4953
3.84996	42.4801
3.92213	42.4611
3.99566	42.4765
4.09436	42.5282
4.19351	42.5794
4.28249	42.643
4.34468	42.6026
4.42752	42.5792
4.5365	42.6068
4.58451	42.5372
4.65806	42.5727
4.75712	42.589
4.81878	42.6283
4.92306	42.6729
4.9207	42.7666
4.84486	42.6887
4.76682	42.7149
4.71916	42.644
4.61761	42.6461
4.48161	42.6682
4.41448	42.6389
4.35234	42.6745
4.28028	42.7186
4.2117	42.6731
4.13584	42.6673
4.08613	42.6216
4.0382	42.572
3.92262	42.5277
3.83206	42.5487
3.72945	42.545
3.6478	42.541
3.5662	42.5457
3.50603	42.5452
3.44698	42.5544
3.41252	42.5307
3.3663	42.5205
3.33512	42.5212
3.31836	42.4879
3.27215	42.4949
3.23294	42.5011
3.2133	42.5195
3.18483	42.5151
3.17041	42.5005
3.16391	42.4874
3.15438	42.4768
3.14898	42.4929
3.14271	42.4804
3.13198	42.4918
3.13039	42.4825
3.13398	42.4994
3.14776	42.5053
3.16218	42.5199
3.16938	42.5438
3.13888	42.5328
3.13933	42.5158
3.12756	42.5061
3.12215	42.522
3.11994	42.5411
3.10827	42.5348
3.1097	42.5238
3.09723	42.5254
3.09471	42.5378
3.08501	42.5278
3.08407	42.5384
3.07519	42.5337
3.07285	42.5424
3.063	42.5363
3.06187	42.5443
3.05236	42.5413
3.04783	42.55
3.05659	42.5563
3.06714	42.5512
3.08265	42.5467
3.09862	42.5501
3.11279	42.5508
3.12571	42.5592
3.13582	42.5462
3.14407	42.5581
3.16473	42.5598
3.18899	42.5629
3.19843	42.541
3.22764	42.5394
3.25229	42.5222
3.28026	42.5175
3.30724	42.5101
3.31464	42.5398
3.27637	42.5399
3.2518	42.552
3.22003	42.5632
3.19089	42.5866
3.16383	42.5763
3.13803	42.5742
3.11694	42.572
3.10747	42.5612
3.08601	42.5624
3.07787	42.5554
3.07385	42.5644
3.06179	42.5647
3.05234	42.5642
3.04533	42.5592
3.04456	42.5685
3.05157	42.5699
3.05625	42.5743
3.06979	42.5734
3.08213	42.5779
3.09886	42.5724
3.10834	42.5836
3.12587	42.5826
3.13991	42.591
3.1616	42.5935
3.1754	42.607
3.19736	42.6036
3.22247	42.5902
3.24752	42.5746
3.27645	42.5617
3.30756	42.5695
3.34425	42.5485
3.37552	42.5519
3.38441	42.5854
3.34678	42.5734
3.31341	42.5978
3.27907	42.5834
3.25865	42.6043
3.21475	42.6147
3.1931	42.6269
3.16728	42.6225
