4.283646	43.36648
3.073798	42.79995
3.829961	42.87776
4.006147	43.27198
4.444537	42.52930
4.237570	42.84427
4.948983	42.86580
3.084894	43.19017
4.397177	42.94546
3.609267	42.67224
4.733415	43.54242
4.668870	42.28958
4.817057	43.09466
3.871261	43.18123
3.310016	43.45506
3.849100	43.32647
3.735484	42.45343
3.443392	42.74001
3.340913	43.00761
3.173742	42.63952
3.710258	43.37200
4.712085	42.71798
3.997325	42.33282
3.558817	43.21889
3.159320	43.48545
3.900834	42.43968
4.842717	42.29243
3.942404	43.08069
4.411391	43.41838
4.635548	43.40866
4.323917	43.23751
4.085693	42.48759
3.232431	43.11334
3.924624	42.77761
3.756896	42.97897
4.611480	43.06009
3.818319	42.66120
4.333502	43.10638
3.566069	42.89335
3.787810	43.44890
4.135522	42.60295
4.036669	43.16117
4.759751	43.25998
3.455163	42.62112
3.888063	42.55174
3.631145	43.46860
3.419072	42.27298
4.570272	43.17151
3.114129	43.02491
4.903622	42.59989
3.537036	42.38432
4.262520	42.99440
4.195902	42.41212
3.376224	42.39592
4.368955	43.53587
3.473283	43.30625
4.789964	42.85536
4.900689	42.46117
4.556964	42.92223
3.400759	43.13555
3.251878	43.24265
4.502377	42.64312
3.768562	42.31650
4.378010	42.42891
4.838042	42.98402
4.293132	42.58908
3.147462	42.51431
4.687032	42.96034
4.075430	43.04890
4.462185	42.35360
3.293934	42.70541
4.030665	42.68805
4.933105	43.34010
3.494096	43.04366
3.651024	43.29173
4.546106	43.50526
4.962947	42.74673
3.977151	43.42346
4.110471	43.52703
3.108488	43.38495
4.515913	42.77017
4.996315	42.37823
4.218227	42.73157
3.218291	42.91311
4.173786	43.20715
4.871422	43.49238
4.181794	43.30015
3.277039	43.34669
3.666811	42.56640
4.777671	42.53949
3.050783	42.36710
3.693243	43.14413
3.596599	42.78877
4.664879	42.81707
4.603081	42.47937
3.513385	42.50655
4.115405	42.94016
4.480067	42.25468
3.358255	42.82869
3.193630	42.30702
